,raw_message,posttime,threadid,name,topic_url
770,"This is a really personal decision and what's right for you would not be for someone else.
I don't think anyone thinks a MC before 12 weeks doesn't count. 

Personally I would hate having to discuss my miscarriage with anyone unless I had no choice, it would be really painful for me. 
I waited until I was lower risk, past 12 weeks, to minimise the possibility of this happening. Had I miscarried before then I might have chosen to seek support from various people but it would have been my choice. I wouldn't have been forced to talk about it with people because I had already told them I was pregnant.",2016-06-29 12:01:55+00:00,2673624,Telling people before 12 weeks,pregnancy
771,International move all packing done by them and tipped £120 for 4 men.  Took them 4 days to pack and load.  They were amazing and such fun.,2017-12-10 07:37:50+00:00,3107475,Do we tip the movers??,property
772,"Slow cooker dinner for tomorrow and have take away for you tonight.

Is the anger about his lazy parenting?",2021-03-23 15:32:07+00:00,4200256,OH swanning of for dinner,am_i_being_unreasonable
773,""" They've said that when they issue a warranty, if the building control checks aren't done by them then they instead issue the warranty based purely on their own guidelines.""

It is incredibly rare (read: unprecedented, in my 35 years in the industry) to find a warranty by the NHBC where they didn't also undertake the building control. It just wouldn't make any sense. The exception is in Scotland and Northern Ireland, where different systems apply and the NHBC are not ^allowed^ to take on the Building Control  function.

There is a single application form (known as a SNIN - Site Notification and Initial Notice) to the NHBC that covers both building control and warranty registration. The 'site notification' is the NHBC warranty part and the 'initial notice' is  the formal notice that the NHBC is instructed to tell the Local Authority that they, not the Local Authority, will be handling the building control... the whole NHBC system is therefore joined at the hip, so to speak.

It ^does^ have a separate tick-box to say whether you want them to undertake building control or not, but I've never known anyone who would use them for warranty but not BC, and once you've filled in that form, the rest of the process is entirely seamless between the two sides, so far as the developer/builder is concerned.

I don't know how far you'd get, but you might try asking the NHBC to provide a copy of the SNIN for the site, which might give additional clues.

If you are 100% certain that neither the NHBC nor the Local Authority handled the building control, then unless you can establish who _did_ deal with it, don't walk away - ^run^.",2018-02-23 11:18:54+00:00,3175302,No certificate of completion on 10 year old flat,property
774,I suppose march makes it sound a bit dramatic. Seems Yes was right on a tea party approach; I shall google neutral tea party instead [smile],2014-08-20 02:24:10+00:00,2053631,to ask why the Yes campaign in Scotland wants to keep the pound?,am_i_being_unreasonable
775,"It works if your partner stays at home or has a part-time, lower stress job. Plenty of families manage one person working crazy hours and being the 'breadwinner'  like this (although it wouldn't personally appeal to me).",2017-11-04 10:59:56+00:00,3077761,to think that I can work 60hr weeks and still hold the family together,am_i_being_unreasonable
776,Off you pop then OP. ODFOD.,2018-01-04 11:53:28+00:00,3129822,AIBU to think this godforsaken country is a shambles?,am_i_being_unreasonable
777,"thanks amandoh-all too £££ 
we're already funding party and present 

fairy one might do though",2009-10-27 22:30:42+00:00,850949,does anyone fancy finding a green sequin dress for me?,style_and_beauty
778,We can't have Jimjams being more unhinged,2007-02-21 14:27:55+00:00,281536,I find it sooo hard when people talk about nuchals and CVS&#39;s and amnios etc,special_needs
779,"soapbox, he doesn't have the verbal skills (yet) to understand such a game.",2008-03-12 23:19:20+00:00,495072,"So how on EARTH will I get ds, not yet 2, to lie still for a series of x-rays?????",general_health
780,"A yummy meal, prosecco, kids in bed, candles and music on!",2017-01-29 20:21:08+00:00,2835915,Share your dream 'V-day at home' scenario with Lidl to win vouchers NOW CLOSED,sponsored_discussions
781,"If you feel that your bf is being taken advantage of OP and you are concerned about it you need to approach it in a different manner. 

Most caring people would try to talk to their bf in a sensible, caring manner. They wouldn't go around snatching phones off him in the middle of conversations and having silly childish sulks about it, claiming their day had been ruined.

The money your bf is lending his brother is not about you, it's nothing to do with you because it's not your money. And what exactly would you approve of the money being spent on?

No one is ruining the day except you with your attention seeking childish antics.",2018-05-20 09:43:59+00:00,3254061,To be furious at bf’s brother and bf,am_i_being_unreasonable
782,"Agreed on waiting until the results of the survey come back.  We wanted to do this so that we could also assure the sellers that we will not seek to negotiate any further if we can reach a revised price which takes into account the survey.

I also thought that surveys could not go ahead this week, but have been able to find surveyors who are willing to do this provided that the sellers take safety precautions (presumably just social distancing while inside the property).  Our mortgage provider isn't able to do surveys.",2020-04-13 16:20:22+00:00,3879301,FTB with offer accepted - pull out or reduce offer?,property
783,"Sorry I meant to say.
I agree talking is the most obvious thing to do. But actually some people just don’t get the difference between having a conversation/playing with a child and just telling them what to do from time to time whilst generally leaving them be.",2021-04-29 16:04:25+00:00,4231755,How would you take someone saying this? It's a Mil one,am_i_being_unreasonable
784,"Lived in Oxford villages for past few years. Hate it. Would be fine if super rich but we aren't although have a well above average household income. Housing costs are eye-watering, and so costs for everything else too (e.g. discovered recently swimming lessons for DC1 cost about 4-5x the cost of friends living in Devon -DC1 won't be getting lessons). You can get housing benefit in Oxford if you earn 30k (the salary of many key workers like teachers), which I think tells you a lot. Also know a key worker family who've recently moved north as they can't afford it here any more and their salaries go so much further where they've moved. Also, the council keeps making cuts all the time - libraries, children's centres, breastfeeding support. 

Previously lived  in a Cambridgeshire village and loved it, the rents were much lower although was a few years earlier, so maybe they've gone up too. Public services then were good. 

Honestly I think it depends how rich you are.",2018-01-11 12:49:54+00:00,3136329,"To ask if you'd choose Oxford, Cambridge or Reading to live in? ",am_i_being_unreasonable
785,"Chaos is a ^blast^

I think Dorothy should make a come back, Dot is a cute nickname.",2011-12-29 22:39:32+00:00,1371485,to wonder what Chaos is on?,am_i_being_unreasonable
786,As far as I am aware Scotland has comprehensive schools  in the state sector.,2016-08-23 21:58:10+00:00,2714769,In praise of comprehensive schools,education
787,"*jeff* that sounds troubling.  Hope is well with you, or as well as can be.[thanks]",2020-04-04 12:07:34+00:00,3848257,The Robbing Butcher - Immortalized At Last,_chat
788,"Wouldn't say it is necessarily a dirty protest (that would require too much effort from the teenage mind).  I literally just told my 2 teenage daughters (who do love me very much and have nothing to protest) that if this exact thing happens again, their phones are gone.  They are complete slatterns.  I am working to change them.  Not sure how it happened as I have been on them about hygiene/cleaning up for years now.   

Of course don't accept it but don't read too much personal into it either",2014-11-17 00:47:45+00:00,2234758,This may need an ewwww warning.,teenagers
